zipcode,order,sigma2
75206,"(2, 0, 2)",5.5357112958586e-05
75214,"(2, 0, 2)",8.05721083020994e-05
75219,"(2, 0, 4)",0.00019114111548367325
75243,"(0, 0, 4)",6.008008078740366e-05
76002,"(1, 0, 3)",9.022324686233374e-05
76017,"(0, 0, 4)",8.31004412265587e-05
76051,"(0, 0, 4)",5.015118536736998e-05
76063,"(1, 0, 2)",3.067073884199215e-05
76107,"(0, 0, 3)",4.877533646052849e-05
76108,"(1, 0, 3)",5.767546241009361e-05
76109,"(0, 0, 3)",9.998744487961584e-05
76123,"(0, 0, 3)",6.843019027205734e-05
76131,"(1, 0, 2)",2.9035454266183967e-05
76133,"(3, 0, 2)",8.397255449312649e-05
76137,"(2, 0, 4)",3.176840727736146e-05
76179,"(1, 0, 2)",2.9655843670709987e-05
76210,"(1, 0, 2)",2.6619883388850833e-05
76227,"(4, 0, 0)",7.306584931120815e-05
76244,"(2, 0, 2)",2.1387533876324944e-05
76502,"(0, 0, 3)",3.7034036721027116e-05
76522,"(1, 0, 2)",3.868739191284499e-05
76542,"(3, 0, 2)",3.658400441462441e-05
76543,"(1, 0, 4)",4.2802034363775654e-05
76548,"(0, 0, 3)",4.232586396100431e-05
76549,"(4, 0, 0)",4.256746221324146e-05
77004,"(0, 0, 3)",9.239971034413838e-05
77006,"(1, 0, 2)",6.97548768249272e-05
77007,"(2, 0, 2)",5.587578987722255e-05
77008,"(0, 0, 3)",4.335670595001269e-05
77057,"(0, 0, 3)",0.00010463374561242526
77063,"(0, 0, 3)",6.974491810585655e-05
77077,"(2, 0, 2)",4.696246370805891e-05
77084,"(1, 0, 2)",3.373101085402003e-05
77095,"(1, 0, 3)",2.991827725645539e-05
77339,"(3, 0, 4)",4.1911370741517726e-05
77346,"(3, 0, 2)",4.7410591594760506e-05
77375,"(1, 0, 2)",5.5352656249674903e-05
77379,"(0, 0, 3)",4.906202725389842e-05
77380,"(1, 0, 2)",7.969466336063342e-05
77382,"(1, 0, 2)",6.164781047444484e-05
77386,"(0, 0, 3)",3.5470301032983084e-05
77388,"(0, 0, 3)",3.727611690646088e-05
77407,"(1, 0, 2)",3.6183827367285634e-05
77429,"(4, 0, 0)",0.00014038281948804428
77433,"(0, 0, 3)",4.1287906819006556e-05
77449,"(2, 0, 2)",2.8073137825583747e-05
77450,"(1, 0, 2)",4.579799660047375e-05
77459,"(0, 0, 2)",5.326952431557442e-05
77479,"(0, 0, 4)",4.425219150694859e-05
77494,"(1, 0, 2)",3.043372634545931e-05
77498,"(2, 0, 3)",5.2695079038832373e-05
77573,"(1, 0, 2)",3.3969385630570736e-05
77584,"(0, 0, 3)",3.4339201382144485e-05
77845,"(2, 0, 3)",7.710510256708907e-05
78108,"(1, 0, 2)",3.630953229529593e-05
78109,"(0, 0, 3)",5.7678728941125965e-05
78233,"(0, 0, 3)",3.7088262854968214e-05
78240,"(1, 0, 2)",3.2826770083861114e-05
78244,"(0, 0, 3)",4.5058778297952956e-05
78245,"(1, 0, 2)",2.9152748187094136e-05
78247,"(2, 0, 4)",3.453662291103128e-05
78249,"(0, 0, 3)",4.2955921635877145e-05
78250,"(0, 0, 3)",5.734396023067557e-05
78251,"(2, 0, 2)",3.0126812011473726e-05
78253,"(2, 0, 2)",2.6778603420099034e-05
78254,"(2, 0, 2)",4.303257136680314e-05
78258,"(1, 0, 3)",5.156316909649917e-05
78261,"(2, 0, 3)",0.0001233794026824055
78613,"(1, 0, 2)",4.964402274803033e-05
78640,"(2, 0, 4)",4.224380945435153e-05
78703,"(1, 0, 2)",0.00010535593951201193
78704,"(2, 0, 2)",4.3314364701509436e-05
78729,"(0, 0, 2)",5.1442344987603134e-05
78745,"(0, 0, 2)",5.457046064454603e-05
78748,"(2, 0, 2)",3.773153754818011e-05
78751,"(0, 0, 2)",7.057113365551103e-05
79605,"(1, 0, 3)",4.090956972323762e-05
79938,"(1, 0, 2)",6.272526204920866e-05
80015,"(1, 0, 3)",4.5939675730438586e-05
80020,"(1, 0, 2)",4.1368349481793474e-05
80134,"(0, 0, 2)",3.21745114534889e-05
80202,"(2, 0, 2)",3.850527170801599e-05
80203,"(3, 0, 2)",3.997002743361746e-05
80204,"(1, 0, 2)",0.0001048754431621568
80205,"(1, 0, 2)",6.24478516764928e-05
80206,"(1, 0, 2)",3.607209834495198e-05
80209,"(3, 0, 4)",5.2999552114207894e-05
80210,"(0, 0, 3)",4.8673529977893846e-05
80211,"(0, 0, 3)",5.194478461936718e-05
80218,"(1, 0, 2)",3.483942075047628e-05
80220,"(1, 0, 3)",8.298099588784659e-05
80501,"(1, 0, 2)",4.719189346566167e-05
80817,"(1, 0, 2)",2.6107734745539048e-05
80906,"(2, 0, 3)",4.683611756740551e-05
80910,"(1, 0, 3)",6.500493975591144e-05
80916,"(1, 0, 2)",4.679153556514434e-05
80917,"(3, 0, 0)",0.00014619254795536908
80918,"(0, 0, 3)",7.789654117512227e-05
80922,"(2, 0, 2)",6.330800711125483e-05
83642,"(0, 0, 3)",8.31050374373995e-05
83646,"(2, 0, 2)",7.45025212746822e-05
83704,"(2, 0, 2)",0.00011983753847941786
83709,"(1, 0, 2)",5.984039727110296e-05
84015,"(1, 0, 3)",7.015893763350225e-05
85008,"(1, 0, 2)",8.578283854978199e-05
85014,"(3, 0, 4)",8.205387413588971e-05
85015,"(0, 0, 3)",0.00010418630059762525
85016,"(1, 0, 2)",7.215526543415713e-05
85018,"(3, 0, 2)",8.342753650122382e-05
85020,"(1, 0, 2)",9.760894427379227e-05
85022,"(0, 0, 4)",6.262261762977322e-05
85024,"(2, 0, 4)",4.5487912014460724e-05
85027,"(1, 0, 2)",5.4738983584793904e-05
85032,"(2, 0, 2)",6.894164705487184e-05
85037,"(2, 0, 2)",3.960432751058191e-05
85040,"(3, 0, 2)",0.0001628396752099466
85041,"(1, 0, 2)",0.00011761933796616243
85042,"(2, 0, 2)",9.50639770978134e-05
85043,"(1, 0, 2)",8.107320945935488e-05
85044,"(0, 0, 2)",5.1635942145141e-05
85050,"(1, 0, 2)",7.003176027090968e-05
85086,"(2, 0, 2)",8.582306441328354e-05
85138,"(2, 0, 2)",8.2117440817228e-05
85142,"(2, 0, 2)",6.456543316344605e-05
85143,"(2, 0, 0)",9.085458556290273e-05
85201,"(3, 0, 2)",0.00012142084195539021
85202,"(1, 0, 2)",8.50058608412064e-05
85204,"(2, 0, 2)",8.485156537265947e-05
85205,"(2, 0, 4)",9.032711329687266e-05
85206,"(4, 0, 0)",8.889507832021148e-05
85207,"(1, 0, 3)",0.000126017352334199
85208,"(1, 0, 2)",8.642909089506229e-05
85209,"(2, 0, 2)",8.678107316018328e-05
85212,"(0, 0, 2)",4.6532648239588914e-05
85224,"(2, 0, 2)",0.00010169704025761563
85225,"(3, 0, 2)",2.806036931623161e-05
85226,"(2, 0, 2)",5.258507405270848e-05
85233,"(0, 0, 2)",6.034569523188823e-05
85234,"(1, 0, 3)",6.141550315394756e-05
85248,"(2, 0, 2)",8.978158287580242e-05
85249,"(3, 0, 0)",0.00030206730211068884
85250,"(0, 0, 4)",0.00015507431265268938
85251,"(1, 0, 2)",8.77062977917013e-05
85254,"(2, 0, 2)",0.00017631245920051434
85255,"(1, 0, 3)",8.905826861849862e-05
85257,"(0, 0, 4)",0.00010896118596093086
85258,"(0, 0, 3)",0.0001851862046519748
85260,"(1, 0, 2)",8.569545061036803e-05
85281,"(0, 0, 2)",3.979181499288269e-05
85282,"(0, 0, 3)",4.4107233551075475e-05
85283,"(1, 0, 2)",5.8307320319382105e-05
85286,"(0, 0, 2)",3.49063483300323e-05
85295,"(0, 0, 3)",3.0673606689834576e-05
85296,"(1, 0, 2)",3.447648357494035e-05
85297,"(1, 0, 2)",6.901371384105164e-05
85298,"(0, 0, 4)",0.0001186848016691379
85301,"(2, 0, 2)",7.619371716612987e-05
85302,"(3, 0, 0)",0.00012206622928422815
85308,"(0, 0, 3)",4.447802311102838e-05
85323,"(0, 0, 2)",4.151394700392714e-05
85326,"(2, 0, 2)",5.041368360363794e-05
85338,"(1, 0, 2)",4.716108091825681e-05
85339,"(2, 0, 2)",5.3952369989789736e-05
85340,"(1, 0, 2)",9.639079915910958e-05
85345,"(0, 0, 2)",5.1723611464292095e-05
85353,"(1, 0, 2)",6.336014263964318e-05
85374,"(0, 0, 4)",8.049587667767797e-05
85379,"(0, 0, 3)",5.7290630698755065e-05
85382,"(2, 0, 2)",4.723586188471495e-05
85383,"(1, 0, 2)",8.33530314915564e-05
85388,"(3, 0, 2)",4.603435601202833e-05
85392,"(2, 0, 2)",5.68149489938153e-05
85629,"(2, 0, 2)",9.58059123984318e-05
85705,"(1, 0, 4)",6.14729500154907e-05
85711,"(0, 0, 4)",0.00010933533667693275
85712,"(1, 0, 2)",7.844683183329288e-05
85716,"(0, 0, 3)",0.00011403749802040391
85718,"(1, 0, 0)",0.00014185395523308073
85719,"(0, 0, 3)",5.475608037674532e-05
85741,"(1, 0, 2)",8.50367599599091e-05
85747,"(0, 0, 3)",6.645981102583172e-05
87114,"(0, 0, 2)",4.760280646569286e-05
87120,"(2, 0, 3)",5.583109165276711e-05
89002,"(1, 0, 2)",6.988613123066077e-05
89011,"(2, 0, 2)",5.707150604196154e-05
89012,"(0, 0, 4)",7.545274444857042e-05
89014,"(2, 0, 2)",5.427676273878372e-05
89015,"(0, 0, 4)",0.00010901075102947708
89031,"(1, 0, 2)",4.922158436272892e-05
89032,"(0, 0, 3)",7.958365193911708e-05
89044,"(2, 0, 3)",8.55598545387044e-05
89052,"(0, 0, 2)",3.0678553249232803e-05
89074,"(1, 0, 2)",4.019465927402773e-05
89081,"(3, 0, 3)",6.213711418699825e-05
89084,"(1, 0, 2)",4.7824667886750545e-05
89102,"(2, 0, 2)",0.00012266205868107476
89103,"(0, 0, 3)",6.646314829663474e-05
89108,"(0, 0, 2)",6.36195221545291e-05
89110,"(3, 0, 2)",0.0001421507784562796
89113,"(1, 0, 2)",5.233825197363131e-05
89115,"(1, 0, 2)",8.520606765663799e-05
89117,"(1, 0, 2)",4.31143557407205e-05
89118,"(4, 0, 2)",0.0001283597955071058
89122,"(0, 0, 4)",5.8361428427352655e-05
89123,"(2, 0, 2)",4.0147689829410994e-05
89128,"(1, 0, 2)",5.070137551091748e-05
89129,"(0, 0, 4)",3.8758453183501146e-05
89130,"(2, 0, 2)",5.655584497660387e-05
89131,"(2, 0, 2)",7.828072428696454e-05
89135,"(1, 0, 2)",6.41922643956998e-05
89139,"(0, 0, 2)",4.8803256473390194e-05
89141,"(1, 0, 3)",7.755627911941722e-05
89142,"(1, 0, 2)",7.923232217429147e-05
89144,"(3, 0, 2)",8.373528040098026e-05
89147,"(2, 0, 2)",3.7593943413640514e-05
89148,"(1, 0, 2)",4.491778905073772e-05
89149,"(1, 0, 4)",3.914739801575069e-05
89178,"(0, 0, 2)",3.420442482790829e-05
89183,"(1, 0, 2)",4.3861706223745444e-05
89431,"(0, 0, 3)",6.528316044779613e-05
89436,"(2, 0, 2)",4.8936950150348523e-05
89502,"(0, 0, 4)",0.00016869845075943637
89509,"(0, 0, 3)",0.0012690219269472494
89521,"(1, 0, 2)",5.969381761515317e-05
89523,"(0, 0, 3)",6.237248840836246e-05
90004,"(0, 0, 4)",7.5172405506269e-05
90024,"(0, 0, 3)",7.287320076791616e-05
90025,"(1, 0, 4)",3.355119462656161e-05
90028,"(0, 0, 4)",6.356395736368648e-05
90034,"(2, 0, 2)",7.220646041346102e-05
90036,"(2, 0, 2)",9.82664889178516e-05
90046,"(2, 0, 2)",4.376543400841825e-05
90048,"(1, 0, 3)",6.605310648242897e-05
90049,"(2, 0, 2)",6.103646754133798e-05
90066,"(3, 0, 2)",7.246662652733104e-05
90068,"(3, 0, 2)",0.00012249614230152477
90069,"(2, 0, 3)",7.229427382557399e-05
90210,"(0, 0, 3)",0.00038611772895327264
90250,"(3, 0, 2)",7.64635350056118e-05
90265,"(2, 0, 2)",0.00030838449672900134
90266,"(0, 0, 4)",7.9924703141854e-05
90277,"(0, 0, 3)",3.620051844959971e-05
90278,"(0, 0, 3)",4.9609636765853315e-05
90291,"(0, 0, 4)",7.559258270925405e-05
90292,"(3, 0, 2)",5.08236351720184e-05
90403,"(0, 0, 3)",4.6406853270655984e-05
90731,"(0, 0, 3)",5.581024290195595e-05
90802,"(1, 0, 2)",3.075100080637636e-05
90803,"(3, 0, 3)",5.14748766577082e-05
90804,"(2, 0, 2)",2.9545360137727297e-05
91101,"(2, 0, 3)",4.8654783568469256e-05
91335,"(0, 0, 4)",0.00011690346264541846
91367,"(2, 0, 2)",5.3271450485686865e-05
91403,"(1, 0, 4)",8.413716262221177e-05
91604,"(3, 0, 2)",8.302580157503314e-05
91709,"(0, 0, 3)",7.039317617925951e-05
91730,"(0, 0, 3)",4.1775362646468775e-05
91765,"(0, 0, 3)",8.578067906954339e-05
91913,"(0, 0, 3)",6.255814795103567e-05
91932,"(0, 0, 3)",0.00012019071264125406
92008,"(1, 0, 2)",7.50380804036356e-05
92037,"(1, 0, 2)",9.50299031169626e-05
92054,"(3, 0, 2)",7.366260582835696e-05
92056,"(2, 0, 2)",5.2225114327775446e-05
92057,"(0, 0, 4)",4.2621000061580634e-05
92101,"(1, 0, 2)",2.9180482643761944e-05
92102,"(0, 0, 3)",5.532168104132577e-05
92103,"(0, 0, 3)",5.042070894071015e-05
92104,"(1, 0, 2)",2.8545215397417007e-05
92107,"(1, 0, 3)",0.00011026586220378592
92108,"(3, 0, 3)",3.346106337913657e-05
92109,"(1, 0, 2)",4.451800583091258e-05
92115,"(0, 0, 4)",5.174009579728875e-05
92116,"(0, 0, 3)",4.494054050839138e-05
92122,"(2, 0, 2)",6.504401367261429e-05
92126,"(0, 0, 3)",4.8136064607669706e-05
92127,"(1, 0, 4)",6.626677302092327e-05
92128,"(1, 0, 4)",3.903140969796906e-05
92129,"(1, 0, 2)",9.659913055611648e-05
92130,"(0, 0, 2)",3.6177627938780755e-05
92131,"(1, 0, 3)",8.262471257788534e-05
92253,"(1, 0, 4)",0.00031175614547637997
92260,"(3, 0, 2)",0.0001796275033530489
92395,"(0, 0, 4)",0.0002240270355819682
92503,"(1, 0, 0)",0.00019626465074872368
92507,"(4, 0, 2)",0.000122107081892321
92562,"(1, 0, 2)",4.555246153433409e-05
92563,"(2, 0, 2)",5.4690853546418854e-05
92591,"(1, 0, 2)",5.808109322484454e-05
92592,"(1, 0, 0)",3.837193471524765e-05
92602,"(2, 0, 2)",3.781520296089773e-05
92604,"(0, 0, 3)",0.00013833501476900466
92606,"(1, 0, 2)",3.587401904831271e-05
92612,"(1, 0, 2)",6.075655315453528e-05
92614,"(0, 0, 2)",3.932984561662586e-05
92618,"(1, 0, 2)",2.254236906432721e-05
92620,"(2, 0, 2)",2.6125633398801895e-05
92627,"(0, 0, 3)",5.415179106408663e-05
92629,"(2, 0, 4)",7.49829278675433e-05
92646,"(0, 0, 3)",9.352115039752985e-05
92648,"(0, 0, 3)",4.412421943864996e-05
92649,"(3, 0, 2)",7.675051933165249e-05
92651,"(3, 0, 2)",0.0001690859901494068
92656,"(0, 0, 2)",2.3246697052948162e-05
92660,"(1, 0, 2)",4.185722044806595e-05
92672,"(3, 0, 2)",0.00012362405057802825
92677,"(0, 0, 3)",3.227173412071703e-05
92688,"(2, 0, 2)",3.0282040563734726e-05
92782,"(2, 0, 2)",3.051573149326428e-05
92833,"(1, 0, 2)",6.179717420450105e-05
92880,"(1, 0, 2)",5.600939757533761e-05
94107,"(1, 0, 2)",0.00014055063998552877
94109,"(0, 0, 2)",6.935731958427069e-05
94509,"(0, 0, 3)",6.192339741179509e-05
94513,"(1, 0, 2)",5.2786086305860285e-05
94565,"(2, 0, 4)",6.855090825251825e-05
94582,"(0, 0, 3)",8.64238755981739e-05
95630,"(1, 0, 2)",3.470542792152103e-05
95670,"(1, 0, 2)",6.878646517172564e-05
95678,"(2, 0, 3)",9.413398186352499e-05
95687,"(2, 0, 3)",6.792403607817935e-05
95747,"(0, 0, 3)",5.192473545811531e-05
95757,"(2, 0, 2)",9.239508690665594e-05
95758,"(1, 0, 2)",5.407300464707812e-05
95816,"(4, 0, 2)",5.2295756224502066e-05
95825,"(0, 0, 0)",0.0001528868059579991
95835,"(1, 0, 3)",6.176279688705085e-05
96706,"(2, 0, 4)",6.2372223008014e-05
96707,"(1, 0, 3)",8.240625444192354e-05
96789,"(0, 0, 3)",3.899913890239376e-05
96815,"(3, 0, 2)",5.804072109942873e-05
97006,"(2, 0, 2)",3.307135423496656e-05
97124,"(0, 0, 3)",6.133699380019362e-05
97202,"(1, 0, 2)",4.301075069924061e-05
97209,"(0, 0, 2)",8.348618841516282e-05
97219,"(2, 0, 3)",6.130192122559985e-05
97229,"(0, 0, 3)",4.214105721351487e-05
97402,"(0, 0, 3)",7.110758284364628e-05
98004,"(1, 0, 3)",6.122421879676205e-05
98033,"(0, 0, 2)",7.285398261927742e-05
98034,"(0, 0, 2)",5.9515627421172575e-05
98052,"(0, 0, 2)",5.4322194619260885e-05
98102,"(2, 0, 2)",7.194336117209505e-05
98103,"(3, 0, 3)",3.826172670799883e-05
98105,"(4, 0, 0)",0.00013560699859998518
98107,"(0, 0, 2)",5.610101775977747e-05
98109,"(3, 0, 3)",4.765508765272707e-05
98115,"(1, 0, 2)",6.52096035122067e-05
98119,"(2, 0, 2)",6.244324064226813e-05
98122,"(3, 0, 3)",4.856473446875867e-05
98277,"(2, 0, 2)",3.491515067604729e-05
98374,"(3, 0, 2)",5.246371895959917e-05
98375,"(2, 0, 2)",5.500381285566585e-05
98405,"(3, 0, 3)",0.00010083468116567185
98516,"(0, 0, 4)",4.90013608572181e-05
98661,"(0, 0, 3)",8.028517350724726e-05
